College,Gender,Race,Year,demographics tooltip,Number of students
Communication,Female,"Black or African American, only",2017,133 (0.3%) students,133
Communication,Female,"Asian, only",2017,280 (0.5%) students,280
Communication,Female,"American Indian or Alaska Native, only",2017,5 (0.0%) students,5
Communication,Female,"White, only",2016,1691 (3.3%) students,1691
Communication,Female,Unknown or Blank,2016,26 (0.1%) students,26
Communication,Female,"Two or more, excluding Hispanic and Black or African American",2016,78 (0.2%) students,78
Communication,Female,Non-resident Alien,2016,179 (0.3%) students,179
Communication,Female,"Native Hawaiian or Other Pacific Islander, only",2016,5 (0.0%) students,5
Communication,Female,Hispanic,2016,760 (1.5%) students,760
Communication,Female,"Black or African American, two or more excluding Hispanic",2016,25 (0.0%) students,25
Communication,Female,"Black or African American, only",2016,138 (0.3%) students,138
Communication,Female,"Asian, only",2016,240 (0.5%) students,240
Communication,Female,"American Indian or Alaska Native, only",2016,No students match your selections or these data are privacy suppressed.,
Communication,Female,"White, only",2015,1703 (3.4%) students,1703
Communication,Female,Unknown or Blank,2015,23 (0.0%) students,23
Communication,Female,"Two or more, excluding Hispanic and Black or African American",2015,77 (0.2%) students,77
Communication,Female,Non-resident Alien,2015,171 (0.3%) students,171
Communication,Female,"Native Hawaiian or Other Pacific Islander, only",2015,No students match your selections or these data are privacy suppressed.,
Communication,Female,Hispanic,2015,741 (1.5%) students,741
Communication,Female,"Black or African American, two or more excluding Hispanic",2015,21 (0.0%) students,21
Communication,Female,"Black or African American, only",2015,126 (0.2%) students,126
Communication,Female,"Asian, only",2015,230 (0.5%) students,230
Communication,Female,"American Indian or Alaska Native, only",2015,8 (0.0%) students,8
Communication,Female,"White, only",2014,1826 (3.6%) students,1826
Communication,Female,Unknown or Blank,2014,21 (0.0%) students,21
Communication,Female,"Two or more, excluding Hispanic and Black or African American",2014,83 (0.2%) students,83
Communication,Female,Non-resident Alien,2014,190 (0.4%) students,190
Communication,Female,"Native Hawaiian or Other Pacific Islander, only",2014,No students match your selections or these data are privacy suppressed.,
Communication,Female,Hispanic,2014,759 (1.5%) students,759
Communication,Female,"Black or African American, two or more excluding Hispanic",2014,19 (0.0%) students,19
Communication,Female,"Black or African American, only",2014,128 (0.3%) students,128
Communication,Female,"Asian, only",2014,221 (0.4%) students,221
Communication,Female,"American Indian or Alaska Native, only",2014,12 (0.0%) students,12
Communication,Female,"White, only",2013,1867 (3.6%) students,1867
Communication,Female,Unknown or Blank,2013,12 (0.0%) students,12
Communication,Female,"Two or more, excluding Hispanic and Black or African American",2013,78 (0.2%) students,78
Communication,Female,Non-resident Alien,2013,183 (0.4%) students,183
Communication,Female,"Native Hawaiian or Other Pacific Islander, only",2013,No students match your selections or these data are privacy suppressed.,
Communication,Female,Hispanic,2013,762 (1.5%) students,762
Communication,Female,"Black or African American, two or more excluding Hispanic",2013,20 (0.0%) students,20
Communication,Female,"Black or African American, only",2013,141 (0.3%) students,141
Communication,Female,"Asian, only",2013,244 (0.5%) students,244
Communication,Female,"American Indian or Alaska Native, only",2013,10 (0.0%) students,10
Communication,Female,"White, only",2012,1815 (3.5%) students,1815
Communication,Female,Unknown or Blank,2012,11 (0.0%) students,11
Communication,Female,"Two or more, excluding Hispanic and Black or African American",2012,63 (0.1%) students,63
Communication,Female,Non-resident Alien,2012,164 (0.3%) students,164
Communication,Female,"Native Hawaiian or Other Pacific Islander, only",2012,No students match your selections or these data are privacy suppressed.,
Communication,Female,Hispanic,2012,724 (1.4%) students,724
Communication,Female,"Black or African American, two or more excluding Hispanic",2012,15 (0.0%) students,15
Communication,Female,"Black or African American, only",2012,163 (0.3%) students,163
Communication,Female,"Asian, only",2012,269 (0.5%) students,269
Communication,Female,"American Indian or Alaska Native, only",2012,14 (0.0%) students,14
Communication,Female,"White, only",2011,1818 (3.6%) students,1818
Communication,Female,Unknown or Blank,2011,14 (0.0%) students,14
Communication,Female,"Two or more, excluding Hispanic and Black or African American",2011,44 (0.1%) students,44
Communication,Female,Non-resident Alien,2011,141 (0.3%) students,141
Communication,Female,"Native Hawaiian or Other Pacific Islander, only",2011,No students match your selections or these data are privacy suppressed.,
Communication,Female,Hispanic,2011,676 (1.3%) students,676
Communication,Female,"Black or African American, two or more excluding Hispanic",2011,9 (0.0%) students,9
Communication,Female,"Black or African American, only",2011,159 (0.3%) students,159
Communication,Female,"Asian, only",2011,290 (0.6%) students,290
Communication,Female,"American Indian or Alaska Native, only",2011,12 (0.0%) students,12
Communication,Female,"White, only",2010,1839 (3.6%) students,1839
Communication,Female,Unknown or Blank,2010,13 (0.0%) students,13
Communication,Female,"Two or more, excluding Hispanic and Black or African American",2010,25 (0.0%) students,25
Communication,Female,Non-resident Alien,2010,132 (0.3%) students,132
Communication,Female,"Native Hawaiian or Other Pacific Islander, only",2010,No students match your selections or these data are privacy suppressed.,
Communication,Female,Hispanic,2010,578 (1.1%) students,578
Communication,Female,"Black or African American, two or more excluding Hispanic",2010,7 (0.0%) students,7
Communication,Female,"Black or African American, only",2010,157 (0.3%) students,157
Communication,Female,"Asian, only",2010,280 (0.5%) students,280
Communication,Female,"American Indian or Alaska Native, only",2010,16 (0.0%) students,16
Communication,Female,"White, only",2009,1859 (3.7%) students,1859
Communication,Female,Unknown or Blank,2009,10 (0.0%) students,10
Communication,Female,"Two or more, excluding Hispanic and Black or African American",2009,No students match your selections or these data are privacy suppressed.,
Communication,Female,Non-resident Alien,2009,132 (0.3%) students,132
Communication,Female,"Native Hawaiian or Other Pacific Islander, only",2009,No students match your selections or these data are privacy suppressed.,
Communication,Female,Hispanic,2009,568 (1.1%) students,568
Communication,Female,"Black or African American, two or more excluding Hispanic",2009,No students match your selections or these data are privacy suppressed.,
Communication,Female,"Black or African American, only",2009,178 (0.3%) students,178
Communication,Female,"Asian, only",2009,287 (0.6%) students,287
Communication,Female,"American Indian or Alaska Native, only",2009,19 (0.0%) students,19
Communication,Female,"White, only",2008,1829 (3.7%) students,1829
Communication,Female,Unknown or Blank,2008,10 (0.0%) students,10
Communication,Female,"Two or more, excluding Hispanic and Black or African American",2008,No students match your selections or these data are privacy suppressed.,
Communication,Female,Non-resident Alien,2008,136 (0.3%) students,136
Communication,Female,"Native Hawaiian or Other Pacific Islander, only",2008,No students match your selections or these data are privacy suppressed.,
Communication,Female,Hispanic,2008,514 (1.0%) students,514
Communication,Female,"Black or African American, two or more excluding Hispanic",2008,No students match your selections or these data are privacy suppressed.,
Communication,Female,"Black or African American, only",2008,160 (0.3%) students,160
Communication,Female,"Asian, only",2008,260 (0.5%) students,260
Communication,Female,"American Indian or Alaska Native, only",2008,16 (0.0%) students,16
Communication,Male,"White, only",2018,777 (1.5%) students,777
Communication,Male,Unknown or Blank,2018,12 (0.0%) students,12
Communication,Male,"Two or more, excluding Hispanic and Black or African American",2018,44 (0.1%) students,44
Communication,Male,Non-resident Alien,2018,94 (0.2%) students,94
Communication,Male,Hispanic,2018,408 (0.8%) students,408
Communication,Male,"Black or African American, two or more excluding Hispanic",2018,18 (0.0%) students,18
Communication,Male,"Black or African American, only",2018,52 (0.1%) students,52
Communication,Male,"Asian, only",2018,95 (0.2%) students,95
Communication,Male,"American Indian or Alaska Native, only",2018,8 (0.0%) students,8
Communication,Male,"White, only",2017,750 (1.5%) students,750
Communication,Male,Unknown or Blank,2017,10 (0.0%) students,10
Communication,Male,"Two or more, excluding Hispanic and Black or African American",2017,47 (0.1%) students,47
Communication,Male,Non-resident Alien,2017,97 (0.2%) students,97
Communication,Male,Hispanic,2017,399 (0.8%) students,399
Communication,Male,"Black or African American, two or more excluding Hispanic",2017,15 (0.0%) students,15
Communication,Male,"Black or African American, only",2017,48 (0.1%) students,48
Communication,Male,"Asian, only",2017,101 (0.2%) students,101
Communication,Male,"American Indian or Alaska Native, only",2017,6 (0.0%) students,6
Communication,Male,"White, only",2016,709 (1.4%) students,709
Communication,Male,Unknown or Blank,2016,12 (0.0%) students,12
Communication,Male,"Two or more, excluding Hispanic and Black or African American",2016,37 (0.1%) students,37
Communication,Male,Non-resident Alien,2016,80 (0.2%) students,80
Communication,Male,Hispanic,2016,366 (0.7%) students,366
Communication,Male,"Black or African American, two or more excluding Hispanic",2016,13 (0.0%) students,13
Communication,Male,"Black or African American, only",2016,44 (0.1%) students,44
Communication,Male,"Asian, only",2016,86 (0.2%) students,86
Communication,Male,"American Indian or Alaska Native, only",2016,5 (0.0%) students,5
Communication,Male,"White, only",2015,701 (1.4%) students,701
Communication,Male,Unknown or Blank,2015,13 (0.0%) students,13
