College,Gender,Race,Year,Number of students
Nursing,Female,"American Indian or Alaska Native, only",2009,6
Nursing,Female,"White, only",2008,577
Nursing,Female,Unknown or Blank,2008,0
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2008,0
Nursing,Female,Non-resident Alien,2008,38
Nursing,Female,Hispanic,2008,160
Nursing,Female,"Black or African American, two or more excluding Hispanic",2008,0
Nursing,Female,"Black or African American, only",2008,52
Nursing,Female,"Asian, only",2008,94
Nursing,Female,"American Indian or Alaska Native, only",2008,6
Nursing,Male,"White, only",2018,39
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2018,7
Nursing,Male,Non-resident Alien,2018,0
Nursing,Male,Hispanic,2018,23
Nursing,Male,"Black or African American, only",2018,7
Nursing,Male,"Asian, only",2018,19
Nursing,Male,"White, only",2017,43
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2017,5
Nursing,Male,Non-resident Alien,2017,0
Nursing,Male,Hispanic,2017,23
Nursing,Male,"Black or African American, only",2017,0
Nursing,Male,"Asian, only",2017,14
Nursing,Male,"White, only",2016,38
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2016,0
Nursing,Male,Non-resident Alien,2016,0
Nursing,Male,Hispanic,2016,22
Nursing,Male,"Black or African American, only",2016,6
Nursing,Male,"Asian, only",2016,17
Nursing,Male,"White, only",2015,43
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2015,0
Nursing,Male,Non-resident Alien,2015,0
Nursing,Male,Hispanic,2015,23
Nursing,Male,"Black or African American, only",2015,0
Nursing,Male,"Asian, only",2015,16
Nursing,Male,"White, only",2014,63
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2014,0
Nursing,Male,Non-resident Alien,2014,0
Nursing,Male,Hispanic,2014,21
Nursing,Male,"Black or African American, only",2014,0
Nursing,Male,"Asian, only",2014,21
Nursing,Male,"White, only",2013,72
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2013,0
Nursing,Male,Non-resident Alien,2013,0
Nursing,Male,Hispanic,2013,18
Nursing,Male,"Black or African American, only",2013,5
Nursing,Male,"Asian, only",2013,17
Nursing,Male,"White, only",2012,62
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2012,0
Nursing,Male,Non-resident Alien,2012,0
Nursing,Male,Hispanic,2012,30
Nursing,Male,"Black or African American, only",2012,7
Nursing,Male,"Asian, only",2012,19
Nursing,Male,"White, only",2011,61
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2011,5
Nursing,Male,Non-resident Alien,2011,5
Nursing,Male,Hispanic,2011,32
Nursing,Male,"Black or African American, only",2011,7
Nursing,Male,"Asian, only",2011,22
Nursing,Male,"White, only",2010,60
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2010,0
Nursing,Male,Non-resident Alien,2010,0
Nursing,Male,Hispanic,2010,26
Nursing,Male,"Black or African American, only",2010,9
Nursing,Male,"Asian, only",2010,20
Nursing,Male,"White, only",2009,61
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2009,0
Nursing,Male,Non-resident Alien,2009,0
Nursing,Male,Hispanic,2009,26
Nursing,Male,"Black or African American, only",2009,8
Nursing,Male,"Asian, only",2009,16
Nursing,Male,"White, only",2008,41
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2008,0
Nursing,Male,Non-resident Alien,2008,0
Nursing,Male,Hispanic,2008,29
Nursing,Male,"Black or African American, only",2008,6
Nursing,Male,"Asian, only",2008,12
Pharmacy,Female,"White, only",2018,135
Pharmacy,Female,Unknown or Blank,2018,10
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2018,7
Pharmacy,Female,Non-resident Alien,2018,29
Pharmacy,Female,Hispanic,2018,65
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2018,5
Pharmacy,Female,"Black or African American, only",2018,12
Pharmacy,Female,"Asian, only",2018,124
Pharmacy,Female,"White, only",2017,147
Pharmacy,Female,Unknown or Blank,2017,7
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2017,5
Pharmacy,Female,Non-resident Alien,2017,29
Pharmacy,Female,Hispanic,2017,62
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2017,5
Pharmacy,Female,"Black or African American, only",2017,13
Pharmacy,Female,"Asian, only",2017,112
Pharmacy,Female,"White, only",2016,141
Pharmacy,Female,Unknown or Blank,2016,0
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2016,0
Pharmacy,Female,Non-resident Alien,2016,29
Pharmacy,Female,Hispanic,2016,59
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2016,0
Pharmacy,Female,"Black or African American, only",2016,18
Pharmacy,Female,"Asian, only",2016,116
Pharmacy,Female,"White, only",2015,151
Pharmacy,Female,Unknown or Blank,2015,0
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2015,0
Pharmacy,Female,Non-resident Alien,2015,27
Pharmacy,Female,Hispanic,2015,53
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2015,0
Pharmacy,Female,"Black or African American, only",2015,18
Pharmacy,Female,"Asian, only",2015,122
Pharmacy,Female,"White, only",2014,145
Pharmacy,Female,Unknown or Blank,2014,0
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2014,0
Pharmacy,Female,Non-resident Alien,2014,28
Pharmacy,Female,Hispanic,2014,55
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2014,0
Pharmacy,Female,"Black or African American, only",2014,19
Pharmacy,Female,"Asian, only",2014,120
Pharmacy,Female,"White, only",2013,142
Pharmacy,Female,Unknown or Blank,2013,0
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2013,0
Pharmacy,Female,Non-resident Alien,2013,28
Pharmacy,Female,Hispanic,2013,59
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2013,0
Pharmacy,Female,"Black or African American, only",2013,15
Pharmacy,Female,"Asian, only",2013,118
Pharmacy,Female,"White, only",2012,145
Pharmacy,Female,Unknown or Blank,2012,0
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2012,0
Pharmacy,Female,Non-resident Alien,2012,25
Pharmacy,Female,Hispanic,2012,64
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2012,0
Pharmacy,Female,"Black or African American, only",2012,13
Pharmacy,Female,"Asian, only",2012,108
Pharmacy,Female,"White, only",2011,153
Pharmacy,Female,Unknown or Blank,2011,0
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2011,0
Pharmacy,Female,Non-resident Alien,2011,28
Pharmacy,Female,Hispanic,2011,64
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2011,0
Pharmacy,Female,"Black or African American, only",2011,11
Pharmacy,Female,"Asian, only",2011,99
Pharmacy,Female,"White, only",2010,150
Pharmacy,Female,Unknown or Blank,2010,0
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2010,0
Pharmacy,Female,Non-resident Alien,2010,26
Pharmacy,Female,Hispanic,2010,71
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2010,0
Pharmacy,Female,"Black or African American, only",2010,14
Pharmacy,Female,"Asian, only",2010,90
Pharmacy,Female,"White, only",2009,171
Pharmacy,Female,Unknown or Blank,2009,0
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2009,0
Pharmacy,Female,Non-resident Alien,2009,26
Pharmacy,Female,Hispanic,2009,82
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2009,0
Pharmacy,Female,"Black or African American, only",2009,11
Pharmacy,Female,"Asian, only",2009,90
Pharmacy,Female,"White, only",2008,171
Pharmacy,Female,Unknown or Blank,2008,0
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2008,0
Pharmacy,Female,Non-resident Alien,2008,27
Pharmacy,Female,Hispanic,2008,80
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2008,0
Pharmacy,Female,"Black or African American, only",2008,11
Pharmacy,Female,"Asian, only",2008,81
Pharmacy,Male,"White, only",2018,52
Pharmacy,Male,Unknown or Blank,2018,5
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2018,8
Pharmacy,Male,Non-resident Alien,2018,21
Pharmacy,Male,Hispanic,2018,51
Pharmacy,Male,"Black or African American, only",2018,9
Pharmacy,Male,"Asian, only",2018,55
Pharmacy,Male,"White, only",2017,53
Pharmacy,Male,Unknown or Blank,2017,5
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2017,9
Pharmacy,Male,Non-resident Alien,2017,25
Pharmacy,Male,Hispanic,2017,45
Pharmacy,Male,"Black or African American, only",2017,11
Pharmacy,Male,"Asian, only",2017,56
Pharmacy,Male,"White, only",2016,56
Pharmacy,Male,Unknown or Blank,2016,5
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2016,8
Pharmacy,Male,Non-resident Alien,2016,26
Pharmacy,Male,Hispanic,2016,47
Pharmacy,Male,"Black or African American, only",2016,10
Pharmacy,Male,"Asian, only",2016,58
Pharmacy,Male,"White, only",2015,62
Pharmacy,Male,Unknown or Blank,2015,5
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2015,7
Pharmacy,Male,Non-resident Alien,2015,21
Pharmacy,Male,Hispanic,2015,47
Pharmacy,Male,"Black or African American, only",2015,7
Pharmacy,Male,"Asian, only",2015,64
Pharmacy,Male,"White, only",2014,69
Pharmacy,Male,Unknown or Blank,2014,0
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2014,0
Pharmacy,Male,Non-resident Alien,2014,20
Pharmacy,Male,Hispanic,2014,48
Pharmacy,Male,"Black or African American, only",2014,6
Pharmacy,Male,"Asian, only",2014,65
Pharmacy,Male,"White, only",2013,77
Pharmacy,Male,Unknown or Blank,2013,6
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2013,0
Pharmacy,Male,Non-resident Alien,2013,17
Pharmacy,Male,Hispanic,2013,60
Pharmacy,Male,"Black or African American, only",2013,6
Pharmacy,Male,"Asian, only",2013,66
Pharmacy,Male,"White, only",2012,74
Pharmacy,Male,Unknown or Blank,2012,0
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2012,0
Pharmacy,Male,Non-resident Alien,2012,22
Pharmacy,Male,Hispanic,2012,63
Pharmacy,Male,"Black or African American, only",2012,8
Pharmacy,Male,"Asian, only",2012,61
Pharmacy,Male,"White, only",2011,77
Pharmacy,Male,Unknown or Blank,2011,0
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2011,0
Pharmacy,Male,Non-resident Alien,2011,21
Pharmacy,Male,Hispanic,2011,64
Pharmacy,Male,"Black or African American, only",2011,11
Pharmacy,Male,"Asian, only",2011,62
Pharmacy,Male,"White, only",2010,74
Pharmacy,Male,Unknown or Blank,2010,0
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2010,0
Pharmacy,Male,Non-resident Alien,2010,22
Pharmacy,Male,Hispanic,2010,68
Pharmacy,Male,"Black or African American, only",2010,13
Pharmacy,Male,"Asian, only",2010,46
Pharmacy,Male,"White, only",2009,74
Pharmacy,Male,Unknown or Blank,2009,0
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2009,0
Pharmacy,Male,Non-resident Alien,2009,25
Pharmacy,Male,Hispanic,2009,58
Pharmacy,Male,"Black or African American, only",2009,10
Pharmacy,Male,"Asian, only",2009,37
Pharmacy,Male,"White, only",2008,68
Pharmacy,Male,Unknown or Blank,2008,0
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2008,0
Pharmacy,Male,Non-resident Alien,2008,22
Pharmacy,Male,Hispanic,2008,59
Pharmacy,Male,"Black or African American, only",2008,11
Pharmacy,Male,"Asian, only",2008,41
Public Affairs,Female,"White, only",2018,129
Public Affairs,Female,Unknown or Blank,2018,6
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2018,5
Public Affairs,Female,Non-resident Alien,2018,17
Public Affairs,Female,Hispanic,2018,38
Public Affairs,Female,"Black or African American, only",2018,0
Public Affairs,Female,"Asian, only",2018,16
Public Affairs,Female,"White, only",2017,139
Public Affairs,Female,Unknown or Blank,2017,5
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2017,0
Public Affairs,Female,Non-resident Alien,2017,26
Public Affairs,Female,Hispanic,2017,34
Public Affairs,Female,"Black or African American, only",2017,0
Public Affairs,Female,"Asian, only",2017,12
Public Affairs,Female,"White, only",2016,116
Public Affairs,Female,Unknown or Blank,2016,0
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2016,0
Public Affairs,Female,Non-resident Alien,2016,27
Public Affairs,Female,Hispanic,2016,20
Public Affairs,Female,"Black or African American, only",2016,0
Public Affairs,Female,"Asian, only",2016,13
Public Affairs,Female,"White, only",2015,112
Public Affairs,Female,Unknown or Blank,2015,8
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2015,0
Public Affairs,Female,Non-resident Alien,2015,22
Public Affairs,Female,Hispanic,2015,23
Public Affairs,Female,"Black or African American, only",2015,6
Public Affairs,Female,"Asian, only",2015,10
Public Affairs,Female,"White, only",2014,107
Public Affairs,Female,Unknown or Blank,2014,7
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2014,5
Public Affairs,Female,Non-resident Alien,2014,22
Public Affairs,Female,Hispanic,2014,33
Public Affairs,Female,"Black or African American, only",2014,10
Public Affairs,Female,"Asian, only",2014,9
Public Affairs,Female,"White, only",2013,129
Public Affairs,Female,Unknown or Blank,2013,6
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2013,5
Public Affairs,Female,Non-resident Alien,2013,24
Public Affairs,Female,Hispanic,2013,34
Public Affairs,Female,"Black or African American, only",2013,8
Public Affairs,Female,"Asian, only",2013,7
Public Affairs,Female,"White, only",2012,133
Public Affairs,Female,Unknown or Blank,2012,10
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2012,5
Public Affairs,Female,Non-resident Alien,2012,23
Public Affairs,Female,Hispanic,2012,27
Public Affairs,Female,"Black or African American, only",2012,0
Public Affairs,Female,"Asian, only",2012,11
Public Affairs,Female,"White, only",2011,113
Public Affairs,Female,Unknown or Blank,2011,8
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2011,0
Public Affairs,Female,Non-resident Alien,2011,20
Public Affairs,Female,Hispanic,2011,31
Public Affairs,Female,"Black or African American, only",2011,0
Public Affairs,Female,"Asian, only",2011,13
Public Affairs,Female,"White, only",2010,109
Public Affairs,Female,Unknown or Blank,2010,7
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2010,0
Public Affairs,Female,Non-resident Alien,2010,15
Public Affairs,Female,Hispanic,2010,22
Public Affairs,Female,"Black or African American, only",2010,8
Public Affairs,Female,"Asian, only",2010,10
Public Affairs,Female,"White, only",2009,112
Public Affairs,Female,Unknown or Blank,2009,8
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2009,0
Public Affairs,Female,Non-resident Alien,2009,19
Public Affairs,Female,Hispanic,2009,25
Public Affairs,Female,"Black or African American, only",2009,11
Public Affairs,Female,"Asian, only",2009,9
Public Affairs,Female,"White, only",2008,123
Public Affairs,Female,Unknown or Blank,2008,0
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2008,0
Public Affairs,Female,Non-resident Alien,2008,34
Public Affairs,Female,Hispanic,2008,21
Public Affairs,Female,"Black or African American, only",2008,9
Public Affairs,Female,"Asian, only",2008,14
Public Affairs,Male,"White, only",2018,80
Public Affairs,Male,Unknown or Blank,2018,5
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2018,0
Public Affairs,Male,Non-resident Alien,2018,17
Public Affairs,Male,Hispanic,2018,18
Public Affairs,Male,"Black or African American, only",2018,0
Public Affairs,Male,"Asian, only",2018,0
Public Affairs,Male,"White, only",2017,89
Public Affairs,Male,Unknown or Blank,2017,0
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2017,0
Public Affairs,Male,Non-resident Alien,2017,17
Public Affairs,Male,Hispanic,2017,23
Public Affairs,Male,"Black or African American, only",2017,0
Public Affairs,Male,"Asian, only",2017,0
Public Affairs,Male,"White, only",2016,83
Public Affairs,Male,Unknown or Blank,2016,0
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2016,0
Public Affairs,Male,Non-resident Alien,2016,12
Public Affairs,Male,Hispanic,2016,21
Public Affairs,Male,"Black or African American, only",2016,6
Public Affairs,Male,"Asian, only",2016,0
Public Affairs,Male,"White, only",2015,80
Public Affairs,Male,Unknown or Blank,2015,0
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2015,0
Public Affairs,Male,Non-resident Alien,2015,8
Public Affairs,Male,Hispanic,2015,14
Public Affairs,Male,"Black or African American, only",2015,0
Public Affairs,Male,"Asian, only",2015,5
Public Affairs,Male,"White, only",2014,79
Public Affairs,Male,Unknown or Blank,2014,5
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2014,0
Public Affairs,Male,Non-resident Alien,2014,16
Public Affairs,Male,Hispanic,2014,19
Public Affairs,Male,"Black or African American, only",2014,0
Public Affairs,Male,"Asian, only",2014,7
Public Affairs,Male,"White, only",2013,90
Public Affairs,Male,Unknown or Blank,2013,7
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2013,5
Public Affairs,Male,Non-resident Alien,2013,12
Public Affairs,Male,Hispanic,2013,28
Public Affairs,Male,"Black or African American, only",2013,0
Public Affairs,Male,"Asian, only",2013,0
Public Affairs,Male,"White, only",2012,99
Public Affairs,Male,Unknown or Blank,2012,0
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2012,0
Public Affairs,Male,Non-resident Alien,2012,13
Public Affairs,Male,Hispanic,2012,31
Public Affairs,Male,"Black or African American, only",2012,0
Public Affairs,Male,"Asian, only",2012,0
Public Affairs,Male,"White, only",2011,96
Public Affairs,Male,Unknown or Blank,2011,0
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2011,0
Public Affairs,Male,Non-resident Alien,2011,15
Public Affairs,Male,Hispanic,2011,23
Public Affairs,Male,"Black or African American, only",2011,6
Public Affairs,Male,"Asian, only",2011,0
Public Affairs,Male,"White, only",2010,79
Public Affairs,Male,Unknown or Blank,2010,0
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2010,0
Public Affairs,Male,Non-resident Alien,2010,15
Public Affairs,Male,Hispanic,2010,21
Public Affairs,Male,"Black or African American, only",2010,6
Public Affairs,Male,"Asian, only",2010,5
Public Affairs,Male,"White, only",2009,69
Public Affairs,Male,Unknown or Blank,2009,0
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2009,0
Public Affairs,Male,Non-resident Alien,2009,20
Public Affairs,Male,Hispanic,2009,14
Public Affairs,Male,"Black or African American, only",2009,7
Public Affairs,Male,"Asian, only",2009,6
Public Affairs,Male,"White, only",2008,75
Public Affairs,Male,Unknown or Blank,2008,0
Public Affairs,Male,"Two or more, excluding Hispanic and Black or African American",2008,0
Public Affairs,Male,Non-resident Alien,2008,18
Public Affairs,Male,Hispanic,2008,15
Public Affairs,Male,"Black or African American, only",2008,0
Public Affairs,Male,"Asian, only",2008,7
Social Work,Female,"White, only",2018,256
Social Work,Female,Unknown or Blank,2018,8
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2018,10
Social Work,Female,Non-resident Alien,2018,13
Social Work,Female,Hispanic,2018,140
Social Work,Female,"Black or African American, two or more excluding Hispanic",2018,5
Social Work,Female,"Black or African American, only",2018,20
Social Work,Female,"Asian, only",2018,19
Social Work,Female,"White, only",2017,258
Social Work,Female,Unknown or Blank,2017,13
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2017,7
Social Work,Female,Non-resident Alien,2017,16
Social Work,Female,Hispanic,2017,140
Social Work,Female,"Black or African American, two or more excluding Hispanic",2017,5
Social Work,Female,"Black or African American, only",2017,23
Social Work,Female,"Asian, only",2017,19
Social Work,Female,"White, only",2016,268
Social Work,Female,Unknown or Blank,2016,13
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2016,8
Social Work,Female,Non-resident Alien,2016,13
Social Work,Female,Hispanic,2016,143
Social Work,Female,"Black or African American, two or more excluding Hispanic",2016,6
Social Work,Female,"Black or African American, only",2016,28
Social Work,Female,"Asian, only",2016,20
Social Work,Female,"White, only",2015,284
Social Work,Female,Unknown or Blank,2015,10
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2015,15
Social Work,Female,Non-resident Alien,2015,12
Social Work,Female,Hispanic,2015,155
Social Work,Female,"Black or African American, two or more excluding Hispanic",2015,0
Social Work,Female,"Black or African American, only",2015,34
Social Work,Female,"Asian, only",2015,17
Social Work,Female,"White, only",2014,316
Social Work,Female,Unknown or Blank,2014,9
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2014,17
Social Work,Female,Non-resident Alien,2014,11
Social Work,Female,Hispanic,2014,155
Social Work,Female,"Black or African American, two or more excluding Hispanic",2014,0
Social Work,Female,"Black or African American, only",2014,38
Social Work,Female,"Asian, only",2014,19
Social Work,Female,"White, only",2013,343
Social Work,Female,Unknown or Blank,2013,8
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2013,16
Social Work,Female,Non-resident Alien,2013,12
Social Work,Female,Hispanic,2013,141
Social Work,Female,"Black or African American, two or more excluding Hispanic",2013,0
Social Work,Female,"Black or African American, only",2013,48
Social Work,Female,"Asian, only",2013,15
Social Work,Female,"White, only",2012,396
Social Work,Female,Unknown or Blank,2012,5
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2012,14
Social Work,Female,Non-resident Alien,2012,15
Social Work,Female,Hispanic,2012,127
Social Work,Female,"Black or African American, two or more excluding Hispanic",2012,5
Social Work,Female,"Black or African American, only",2012,45
Social Work,Female,"Asian, only",2012,29
Social Work,Female,"White, only",2011,396
Social Work,Female,Unknown or Blank,2011,6
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2011,12
Social Work,Female,Non-resident Alien,2011,17
Social Work,Female,Hispanic,2011,125
Social Work,Female,"Black or African American, two or more excluding Hispanic",2011,0
Social Work,Female,"Black or African American, only",2011,49
Social Work,Female,"Asian, only",2011,29
Social Work,Female,"White, only",2010,369
Social Work,Female,Unknown or Blank,2010,0
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2010,11
Social Work,Female,Non-resident Alien,2010,16
Social Work,Female,Hispanic,2010,129
Social Work,Female,"Black or African American, two or more excluding Hispanic",2010,0
Social Work,Female,"Black or African American, only",2010,59
Social Work,Female,"Asian, only",2010,25
Social Work,Female,"White, only",2009,398
Social Work,Female,Unknown or Blank,2009,0
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2009,0
Social Work,Female,Non-resident Alien,2009,15
Social Work,Female,Hispanic,2009,115
Social Work,Female,"Black or African American, two or more excluding Hispanic",2009,0
Social Work,Female,"Black or African American, only",2009,59
Social Work,Female,"Asian, only",2009,37
Social Work,Female,"White, only",2008,383
Social Work,Female,Unknown or Blank,2008,5
Social Work,Female,"Two or more, excluding Hispanic and Black or African American",2008,0
Social Work,Female,Non-resident Alien,2008,13
Social Work,Female,Hispanic,2008,104
Social Work,Female,"Black or African American, two or more excluding Hispanic",2008,0
Social Work,Female,"Black or African American, only",2008,54
Social Work,Female,"Asian, only",2008,41
Social Work,Male,"White, only",2018,37
Social Work,Male,Non-resident Alien,2018,5
Social Work,Male,Hispanic,2018,20
Social Work,Male,"Black or African American, only",2018,9
Social Work,Male,"Asian, only",2018,0
Social Work,Male,"White, only",2017,44
Social Work,Male,Non-resident Alien,2017,6
Social Work,Male,Hispanic,2017,17
Social Work,Male,"Black or African American, only",2017,7
Social Work,Male,"Asian, only",2017,0
Social Work,Male,"White, only",2016,43
Social Work,Male,Non-resident Alien,2016,0
Social Work,Male,Hispanic,2016,14
Social Work,Male,"Black or African American, only",2016,6
Social Work,Male,"Asian, only",2016,5
Social Work,Male,"White, only",2015,40
Social Work,Male,Non-resident Alien,2015,6
Social Work,Male,Hispanic,2015,15
Social Work,Male,"Black or African American, only",2015,0
Social Work,Male,"Asian, only",2015,13
Social Work,Male,"White, only",2014,51
Social Work,Male,Non-resident Alien,2014,5
Social Work,Male,Hispanic,2014,22
Social Work,Male,"Black or African American, only",2014,5
Social Work,Male,"Asian, only",2014,13
Social Work,Male,"White, only",2013,54
Social Work,Male,Non-resident Alien,2013,6
Social Work,Male,Hispanic,2013,28
Social Work,Male,"Black or African American, only",2013,7
Social Work,Male,"Asian, only",2013,9
Social Work,Male,"White, only",2012,66
Social Work,Male,Non-resident Alien,2012,0
Social Work,Male,Hispanic,2012,30
Social Work,Male,"Black or African American, only",2012,8
Social Work,Male,"Asian, only",2012,8
Social Work,Male,"White, only",2011,67
Social Work,Male,Non-resident Alien,2011,0
Social Work,Male,Hispanic,2011,30
Social Work,Male,"Black or African American, only",2011,8
Social Work,Male,"Asian, only",2011,12
Social Work,Male,"White, only",2010,80
Social Work,Male,Non-resident Alien,2010,0
Social Work,Male,Hispanic,2010,33
Social Work,Male,"Black or African American, only",2010,5
Social Work,Male,"Asian, only",2010,13
Social Work,Male,"White, only",2009,69
Social Work,Male,Non-resident Alien,2009,6
Social Work,Male,Hispanic,2009,27
Social Work,Male,"Black or African American, only",2009,5
Social Work,Male,"Asian, only",2009,9
Social Work,Male,"White, only",2008,58
Social Work,Male,Non-resident Alien,2008,6
Social Work,Male,Hispanic,2008,20
Social Work,Male,"Black or African American, only",2008,6
Social Work,Male,"Asian, only",2008,0
Undergraduate Studies,Female,"White, only",2018,237
Undergraduate Studies,Female,"Two or more, excluding Hispanic and Black or African American",2018,13
Undergraduate Studies,Female,Non-resident Alien,2018,29
Undergraduate Studies,Female,"Native Hawaiian or Other Pacific Islander, only",2018,0
Undergraduate Studies,Female,Hispanic,2018,209
Undergraduate Studies,Female,"Black or African American, two or more excluding Hispanic",2018,6
Undergraduate Studies,Female,"Black or African American, only",2018,32
Undergraduate Studies,Female,"Asian, only",2018,99
Undergraduate Studies,Female,"American Indian or Alaska Native, only",2018,0
Undergraduate Studies,Female,"White, only",2017,275
Undergraduate Studies,Female,"Two or more, excluding Hispanic and Black or African American",2017,20
Undergraduate Studies,Female,Non-resident Alien,2017,28
Undergraduate Studies,Female,"Native Hawaiian or Other Pacific Islander, only",2017,0
Undergraduate Studies,Female,Hispanic,2017,215
Undergraduate Studies,Female,"Black or African American, two or more excluding Hispanic",2017,9
Undergraduate Studies,Female,"Black or African American, only",2017,40
Undergraduate Studies,Female,"Asian, only",2017,92
Undergraduate Studies,Female,"American Indian or Alaska Native, only",2017,0
Undergraduate Studies,Female,"White, only",2016,235
Undergraduate Studies,Female,"Two or more, excluding Hispanic and Black or African American",2016,17
Undergraduate Studies,Female,Non-resident Alien,2016,21
Undergraduate Studies,Female,"Native Hawaiian or Other Pacific Islander, only",2016,0
Undergraduate Studies,Female,Hispanic,2016,229
Undergraduate Studies,Female,"Black or African American, two or more excluding Hispanic",2016,9
Undergraduate Studies,Female,"Black or African American, only",2016,54
Undergraduate Studies,Female,"Asian, only",2016,105
Undergraduate Studies,Female,"American Indian or Alaska Native, only",2016,0
Undergraduate Studies,Female,"White, only",2015,331
Undergraduate Studies,Female,"Two or more, excluding Hispanic and Black or African American",2015,27
Undergraduate Studies,Female,Non-resident Alien,2015,33
Undergraduate Studies,Female,"Native Hawaiian or Other Pacific Islander, only",2015,6
Undergraduate Studies,Female,Hispanic,2015,278
Undergraduate Studies,Female,"Black or African American, two or more excluding Hispanic",2015,18
Undergraduate Studies,Female,"Black or African American, only",2015,49
Undergraduate Studies,Female,"Asian, only",2015,139
Undergraduate Studies,Female,"American Indian or Alaska Native, only",2015,0
Undergraduate Studies,Female,"White, only",2014,459
Undergraduate Studies,Female,"Two or more, excluding Hispanic and Black or African American",2014,38
